session,root,type,symbol,expiry,right,strike,settle,settle_flag,oi
2026-08-06,CAU,OPT,CAUQ6 C5600,2026-08-07,C,0.56,0.154800000,3,
2026-08-06,CAU,OPT,CAUQ6 C5700,2026-08-07,C,0.57,0.144800000,3,
2026-08-06,CAU,OPT,CAUQ6 C5800,2026-08-07,C,0.58,0.134800000,3,
2026-08-06,CAU,OPT,CAUQ6 C5900,2026-08-07,C,0.59,0.124800000,3,
2026-08-06,CAU,OPT,CAUQ6 C6000,2026-08-07,C,0.6,0.114800000,3,
2026-08-06,CAU,OPT,CAUQ6 C6100,2026-08-07,C,0.61,0.104800000,3,
2026-08-06,CAU,OPT,CAUQ6 C6200,2026-08-07,C,0.62,0.094800000,3,
2026-08-06,CAU,OPT,CAUQ6 C6300,2026-08-07,C,0.63,0.084800000,3,
2026-08-06,CAU,OPT,CAUQ6 C6400,2026-08-07,C,0.64,0.074800000,3,
2026-08-06,CAU,OPT,CAUQ6 C6500,2026-08-07,C,0.65,0.064800000,3,
2026-08-06,CAU,OPT,CAUQ6 C6550,2026-08-07,C,0.655,0.059800000,3,
2026-08-06,CAU,OPT,CAUQ6 C6600,2026-08-07,C,0.66,0.054800000,3,
2026-08-06,CAU,OPT,CAUQ6 C6650,2026-08-07,C,0.665,0.049800000,3,
2026-08-06,CAU,OPT,CAUQ6 C6700,2026-08-07,C,0.67,0.044800000,3,
2026-08-06,CAU,OPT,CAUQ6 C6750,2026-08-07,C,0.675,0.039800000,3,
2026-08-06,CAU,OPT,CAUQ6 C6800,2026-08-07,C,0.68,0.034800000,3,
2026-08-06,CAU,OPT,CAUQ6 C6850,2026-08-07,C,0.685,0.029800000,3,
2026-08-06,CAU,OPT,CAUQ6 C6900,2026-08-07,C,0.69,0.024800000,3,
2026-08-06,CAU,OPT,CAUQ6 C6950,2026-08-07,C,0.695,0.019800000,3,1
2026-08-06,CAU,OPT,CAUQ6 C6960,2026-08-07,C,0.696,0.018800000,3,
2026-08-06,CAU,OPT,CAUQ6 C6970,2026-08-07,C,0.697,0.017800000,3,
2026-08-06,CAU,OPT,CAUQ6 C6980,2026-08-07,C,0.698,0.016800000,3,
2026-08-06,CAU,OPT,CAUQ6 C6990,2026-08-07,C,0.699,0.015800000,3,
2026-08-06,CAU,OPT,CAUQ6 C7000,2026-08-07,C,0.7,0.014800000,3,1
2026-08-06,CAU,OPT,CAUQ6 C7010,2026-08-07,C,0.701,0.013800000,3,
2026-08-06,CAU,OPT,CAUQ6 C7020,2026-08-07,C,0.702,0.012800000,3,
2026-08-06,CAU,OPT,CAUQ6 C7030,2026-08-07,C,0.703,0.011800000,3,908
2026-08-06,CAU,OPT,CAUQ6 C7040,2026-08-07,C,0.704,0.010800000,3,21
2026-08-06,CAU,OPT,CAUQ6 C7050,2026-08-07,C,0.705,0.009800000,3,114
2026-08-06,CAU,OPT,CAUQ6 C7060,2026-08-07,C,0.706,0.008800000,3,5
2026-08-06,CAU,OPT,CAUQ6 C7070,2026-08-07,C,0.707,0.007800000,3,39
2026-08-06,CAU,OPT,CAUQ6 C7080,2026-08-07,C,0.708,0.006800000,3,114
2026-08-06,CAU,OPT,CAUQ6 C7090,2026-08-07,C,0.709,0.005800000,3,192
2026-08-06,CAU,OPT,CAUQ6 C7100,2026-08-07,C,0.71,0.004900000,3,487
2026-08-06,CAU,OPT,CAUQ6 C7110,2026-08-07,C,0.711,0.003900000,3,254
2026-08-06,CAU,OPT,CAUQ6 C7120,2026-08-07,C,0.712,0.002900000,3,256
2026-08-06,CAU,OPT,CAUQ6 C7130,2026-08-07,C,0.713,0.002100000,3,137
2026-08-06,CAU,OPT,CAUQ6 C7140,2026-08-07,C,0.714,0.001400000,3,100
2026-08-06,CAU,OPT,CAUQ6 C7150,2026-08-07,C,0.715,0.000800000,3,369
2026-08-06,CAU,OPT,CAUQ6 C7160,2026-08-07,C,0.716,0.000450000,3,96
2026-08-06,CAU,OPT,CAUQ6 C7170,2026-08-07,C,0.717,0.000200000,3,312
2026-08-06,CAU,OPT,CAUQ6 C7180,2026-08-07,C,0.718,0.000100000,3,44
2026-08-06,CAU,OPT,CAUQ6 C7190,2026-08-07,C,0.719,0.000050000,3,252
2026-08-06,CAU,OPT,CAUQ6 C7200,2026-08-07,C,0.72,0.000050000,3,308
2026-08-06,CAU,OPT,CAUQ6 C7210,2026-08-07,C,0.721,0.000050000,3,2
2026-08-06,CAU,OPT,CAUQ6 C7220,2026-08-07,C,0.722,0.000050000,3,
2026-08-06,CAU,OPT,CAUQ6 C7230,2026-08-07,C,0.723,0.000050000,3,
2026-08-06,CAU,OPT,CAUQ6 C7240,2026-08-07,C,0.724,0.000050000,3,
2026-08-06,CAU,OPT,CAUQ6 C7250,2026-08-07,C,0.725,0.000050000,3,1079
2026-08-06,CAU,OPT,CAUQ6 C7260,2026-08-07,C,0.726,0.000050000,3,
2026-08-06,CAU,OPT,CAUQ6 C7300,2026-08-07,C,0.73,0.000050000,3,194
2026-08-06,CAU,OPT,CAUQ6 C7350,2026-08-07,C,0.735,0.000050000,3,67
2026-08-06,CAU,OPT,CAUQ6 C7400,2026-08-07,C,0.74,0.000050000,3,35
2026-08-06,CAU,OPT,CAUQ6 C7450,2026-08-07,C,0.745,0.000050000,3,113
2026-08-06,CAU,OPT,CAUQ6 C7500,2026-08-07,C,0.75,0.000050000,3,25
2026-08-06,CAU,OPT,CAUQ6 C7550,2026-08-07,C,0.755,0.000050000,3,19
2026-08-06,CAU,OPT,CAUQ6 C7600,2026-08-07,C,0.76,0.000050000,3,35
2026-08-06,CAU,OPT,CAUQ6 C7650,2026-08-07,C,0.765,0.000050000,3,54
2026-08-06,CAU,OPT,CAUQ6 C7700,2026-08-07,C,0.77,0.000050000,3,23
2026-08-06,CAU,OPT,CAUQ6 C7750,2026-08-07,C,0.775,0.000050000,3,15
2026-08-06,CAU,OPT,CAUQ6 C7800,2026-08-07,C,0.78,0.000050000,3,15
2026-08-06,CAU,OPT,CAUQ6 C7850,2026-08-07,C,0.785,0.000050000,3,15
2026-08-06,CAU,OPT,CAUQ6 C7900,2026-08-07,C,0.79,0.000050000,3,17
2026-08-06,CAU,OPT,CAUQ6 C7950,2026-08-07,C,0.795,0.000050000,3,15
2026-08-06,CAU,OPT,CAUQ6 C8000,2026-08-07,C,0.8,0.000050000,3,1
2026-08-06,CAU,OPT,CAUQ6 C8100,2026-08-07,C,0.81,0.000050000,3,15
2026-08-06,CAU,OPT,CAUQ6 C8200,2026-08-07,C,0.82,0.000050000,3,
2026-08-06,CAU,OPT,CAUQ6 C8300,2026-08-07,C,0.83,0.000050000,3,
2026-08-06,CAU,OPT,CAUQ6 C8400,2026-08-07,C,0.84,0.000050000,3,
2026-08-06,CAU,OPT,CAUQ6 C8500,2026-08-07,C,0.85,0.000050000,3,
2026-08-06,CAU,OPT,CAUQ6 C8600,2026-08-07,C,0.86,0.000050000,3,
2026-08-06,CAU,OPT,CAUQ6 C8700,2026-08-07,C,0.87,0.000050000,3,
2026-08-06,CAU,OPT,CAUQ6 C8800,2026-08-07,C,0.88,0.000050000,3,
2026-08-06,CAU,OPT,CAUQ6 C8900,2026-08-07,C,0.89,0.000050000,3,
2026-08-06,CAU,OPT,CAUQ6 C9000,2026-08-07,C,0.9,0.000050000,3,
2026-08-06,CAU,OPT,CAUQ6 P5600,2026-08-07,P,0.56,0.000050000,3,
2026-08-06,CAU,OPT,CAUQ6 P5700,2026-08-07,P,0.57,0.000050000,3,
2026-08-06,CAU,OPT,CAUQ6 P5800,2026-08-07,P,0.58,0.000050000,3,
2026-08-06,CAU,OPT,CAUQ6 P5900,2026-08-07,P,0.59,0.000050000,3,
